4.0,2.0
5.0,2.0
6.0,3.0
7.0,3.0
8.0,4.0
9.0,4.0
10.0,5.0
11.0,5.0
12.0,5.0
13.0,6.0
14.0,6.0
15.0,6.0
16.0,7.0
17.0,7.0
18.0,7.0
19.0,8.0
20.0,8.0
21.0,8.0
22.0,9.0
23.0,9.0
24.0,9.0
25.0,9.0
26.0,10.0
27.0,10.0
28.0,10.0
29.0,10.0
30.0,11.0
31.0,11.0
32.0,11.0
33.0,11.0
34.0,12.0
35.0,12.0
36.0,12.0
37.0,12.0
38.0,13.0
39.0,13.0
40.0,13.0
41.0,13.0
42.0,14.0
43.0,14.0
44.0,14.0
45.0,14.0
46.0,14.0
47.0,15.0
48.0,15.0
49.0,15.0
50.0,15.0
51.0,15.0
52.0,16.0
53.0,16.0
54.0,16.0
55.0,16.0
56.0,17.0
57.0,17.0
58.0,17.0
59.0,17.0
60.0,17.0
61.0,18.0
62.0,18.0
63.0,18.0
64.0,18.0
65.0,18.0
66.0,18.0
67.0,19.0
68.0,19.0
69.0,19.0
70.0,19.0
71.0,20.0
72.0,20.0
73.0,20.0
74.0,20.0
75.0,20.0
76.0,20.0
77.0,21.0
78.0,21.0
79.0,21.0
80.0,21.0
81.0,21.0
82.0,21.0
83.0,22.0
84.0,22.0
85.0,22.0
86.0,22.0
87.0,22.0
88.0,22.0
89.0,23.0
90.0,23.0
91.0,23.0
92.0,23.0
93.0,23.0
94.0,24.0
95.0,24.0
96.0,24.0
97.0,24.0
98.0,24.0
99.0,24.0
100.0,25.0
101.0,25.0
102.0,25.0
103.0,25.0
104.0,25.0
105.0,25.0
106.0,25.0
107.0,26.0
108.0,26.0
109.0,26.0
110.0,26.0
111.0,26.0
112.0,26.0
113.0,27.0
114.0,27.0
115.0,27.0
116.0,27.0
117.0,27.0
118.0,27.0
119.0,27.0
120.0,28.0
121.0,28.0
122.0,28.0
123.0,28.0
124.0,28.0
125.0,28.0
126.0,29.0
127.0,29.0
128.0,29.0
129.0,29.0
130.0,29.0
131.0,29.0
132.0,29.0
133.0,30.0
134.0,30.0
135.0,30.0
136.0,30.0
137.0,30.0
138.0,30.0
139.0,30.0
140.0,31.0
141.0,31.0
142.0,31.0
143.0,31.0
144.0,31.0
145.0,31.0
146.0,31.0
147.0,32.0
148.0,32.0
149.0,32.0
150.0,32.0
151.0,32.0
152.0,32.0
153.0,32.0
154.0,33.0
155.0,33.0
156.0,33.0
157.0,33.0
158.0,33.0
159.0,33.0
160.0,33.0
161.0,34.0
162.0,34.0
163.0,34.0
164.0,34.0
165.0,34.0
166.0,34.0
167.0,34.0
168.0,34.0
169.0,34.0
170.0,35.0
171.0,35.0
172.0,35.0
173.0,35.0
174.0,35.0
175.0,35.0
176.0,35.0
177.0,36.0
178.0,36.0
179.0,36.0
180.0,36.0
181.0,36.0
182.0,36.0
183.0,36.0
184.0,37.0
185.0,37.0
186.0,37.0
187.0,37.0
188.0,37.0
189.0,37.0
190.0,37.0
191.0,37.0
192.0,37.0
193.0,38.0
194.0,38.0
195.0,38.0
196.0,38.0
197.0,38.0
198.0,38.0
199.0,38.0
200.0,39.0
201.0,39.0
202.0,39.0
203.0,39.0
204.0,39.0
205.0,39.0
206.0,39.0
207.0,39.0
208.0,39.0
209.0,40.0
210.0,40.0
211.0,40.0
212.0,40.0
213.0,40.0
214.0,40.0
215.0,40.0
216.0,40.0
217.0,40.0
218.0,41.0
219.0,41.0
220.0,41.0
221.0,41.0
222.0,41.0
223.0,41.0
224.0,41.0
225.0,42.0
226.0,42.0
227.0,42.0
228.0,42.0
229.0,42.0
230.0,42.0
231.0,42.0
232.0,42.0
233.0,42.0
234.0,43.0
235.0,43.0
236.0,43.0
237.0,43.0
238.0,43.0
239.0,43.0
240.0,43.0
241.0,43.0
242.0,43.0
243.0,44.0
244.0,44.0
245.0,44.0
246.0,44.0
247.0,44.0
248.0,44.0
249.0,44.0
250.0,44.0
251.0,44.0
252.0,45.0
253.0,45.0
254.0,45.0
255.0,45.0
256.0,45.0
257.0,45.0
258.0,45.0
259.0,45.0
260.0,45.0
261.0,45.0
262.0,46.0
263.0,46.0
264.0,46.0
265.0,46.0
266.0,46.0
267.0,46.0
268.0,46.0
269.0,46.0
270.0,47.0
271.0,47.0
272.0,47.0
273.0,47.0
274.0,47.0
275.0,47.0
276.0,47.0
277.0,47.0
278.0,47.0
279.0,48.0
280.0,48.0
281.0,48.0
282.0,48.0
283.0,48.0
284.0,48.0
285.0,48.0
286.0,48.0
287.0,48.0
288.0,49.0
289.0,49.0
290.0,49.0
291.0,49.0
292.0,49.0
293.0,49.0
294.0,49.0
295.0,49.0
296.0,49.0
297.0,49.0
298.0,50.0
299.0,50.0
